Location,BHK,SquareFit,Balcony,Bathroom,Price
Cuddalore,1,2953,1,2,70.49
Ramanathapuram,2,1852,0,3,99
Pudukkottai,4,995,1,3,35.78
Tiruvallur,1,2477,1,2,127.53
Chennai,1,3999,3,2,98.96
Tiruchirappalli,4,510,1,5,21.35
Theni,4,1225,0,1,30.51
Ramanathapuram,2,3230,2,2,118.83
Krishnagiri,4,1433,2,5,32.3
Kanchipuram,5,4564,3,6,195.71
Chengalpattu,1,2440,1,2,141.66
Coimbatore,3,2692,3,4,151.44
Ranipet,2,3716,1,2,247.04
Tiruppur,4,4161,0,5,134.66
Salem,5,716,0,2,38.63
Ranipet,5,583,3,1,26.81
Mayiladuthurai,3,2696,0,4,169.48
Pudukkottai,5,4003,1,2,148.31
Chengalpattu,2,2374,3,3,120.34
Mayiladuthurai,1,4188,0,2,106.74
Tiruchirappalli,4,4832,2,5,237.71
Coimbatore,3,1190,2,3,75.49
Ariyalur,4,3495,0,2,114.53
Nagapattinam,3,1380,0,2,35.94
Tiruchirappalli,2,2647,2,2,140.7
Vellore,5,3049,3,5,191.02
Viluppuram,4,4380,0,4,174.83
Tiruchirappalli,3,4024,3,4,223.28
Nilgiris,3,2279,0,4,155.64
Tiruchirappalli,2,4748,2,1,141.17
Tiruvarur,2,1052,1,3,59.14
Krishnagiri,5,4186,3,4,164.87
Ariyalur,1,4382,2,2,198.16
Ranipet,3,4434,2,3,114.09
Nagapattinam,5,3565,0,5,147.41
Nagapattinam,1,2669,1,2,56.85
Mayiladuthurai,5,814,1,2,24.64
Tenkasi,5,3123,0,1,76.07
Coimbatore,1,2530,0,1,135.05
Tiruchirappalli,4,579,0,1,29.72
Erode,2,3274,2,2,208.09
Karur,3,4040,2,3,222.84
Viluppuram,3,2577,2,2,126.47
Chengalpattu,1,1587,0,2,43.87
Dharmapuri,5,3429,3,6,184.85
Tiruvannamalai,2,2919,1,1,75.45
Dindigul,4,2976,3,2,198.67
Namakkal,5,1022,0,2,64.45
Ranipet,2,903,1,2,52.42
Kanchipuram,1,4572,1,2,199.27
Vellore,2,1821,0,1,109.46
Ranipet,5,1224,2,6,73.32
Theni,3,1662,2,3,60.98
Tirupathur,5,976,0,5,34.45
Krishnagiri,1,4118,3,2,250.52
Nilgiris,1,3256,1,2,182.54
Virudhunagar,1,4054,2,1,135.93
Ranipet,1,2447,0,1,141.4
Mayiladuthurai,5,1770,0,5,57.14
Tiruppur,3,949,3,4,61.29
Virudhunagar,2,3995,3,1,273.91
Mayiladuthurai,3,661,2,4,38.21
Thanjavur,2,2881,2,3,141.5
Kanchipuram,4,1115,2,2,51.97
Chengalpattu,4,2752,0,2,182.24
Tiruchirappalli,5,2430,3,3,113.54
Tiruvannamalai,1,1460,1,1,56.56
Tiruchirappalli,1,3182,2,2,162.34
Coimbatore,5,1697,3,5,79.56
Tiruchirappalli,3,2095,2,4,99.85
Theni,4,2977,2,3,64.19
Thoothukudi,3,4984,2,2,201.57
Perambalur,1,4242,2,1,170.57
Tiruppur,1,2999,2,1,72.66
Tiruvannamalai,1,2768,0,2,81.34
Mayiladuthurai,2,4828,2,2,318.95
Perambalur,1,3825,3,2,81.01
Theni,2,1754,1,2,120.88
Ariyalur,4,4702,0,5,190.26
Ramanathapuram,1,3740,0,2,116.49
Tiruvannamalai,1,985,2,1,54.6
Tiruvallur,4,1798,2,2,85.75
Vellore,5,1486,2,1,64.76
Thanjavur,3,903,0,1,43.34
Perambalur,1,791,1,1,48.55
Theni,5,3737,0,4,156.19
Ramanathapuram,5,2561,3,6,75.86
Coimbatore,4,4771,1,5,222.51
Madurai,5,2205,2,4,123.59
Salem,2,4882,2,2,234.27
Chengalpattu,2,3631,0,1,167.43
Chengalpattu,2,4827,3,3,266.84
Erode,4,3562,1,5,131.52
Thanjavur,4,2256,0,1,93.69
Tiruvannamalai,4,3276,0,1,205.59
Tiruchirappalli,5,2593,0,6,137.52
Salem,1,2945,0,2,163.56
Krishnagiri,4,1310,1,2,51.81
Madurai,2,4977,3,2,236.68
Thoothukudi,3,1306,1,1,86.55
Virudhunagar,5,4687,3,5,243.43
Ranipet,2,4865,3,3,257.45
Viluppuram,5,1890,1,3,120
Tenkasi,5,1480,2,1,37.35
Chengalpattu,1,2240,3,2,100.83
Dindigul,4,4279,2,4,273.76
Ranipet,3,956,0,1,39.9
Salem,5,1818,2,6,70.56
Thoothukudi,4,3309,1,5,133.05
Karur,5,3025,2,4,98.03
Karur,3,3760,3,4,168.04
Perambalur,1,4410,0,1,303.42
Tiruvannamalai,3,598,3,1,30.86
Tirupathur,2,1400,1,3,31.68
Thanjavur,5,4423,3,5,158.72
Chengalpattu,1,1092,3,1,68.19
Erode,2,2491,1,1,92.93
Ariyalur,5,4055,3,3,238.94
Krishnagiri,1,3044,3,2,101.34
Cuddalore,1,2263,0,2,89.8
Erode,1,3699,3,2,167.14
Tiruppur,3,4168,1,3,231.69
Theni,5,515,0,1,35.91
Kallakurichi,1,1932,3,2,81.28
Dharmapuri,3,401,3,3,14.03
Ramanathapuram,3,3954,0,4,212.76
Ariyalur,1,1468,3,1,85.7
Theni,5,2408,2,2,78.22
Tiruvarur,4,4795,1,5,254.86
Chengalpattu,4,599,2,5,15.04
Tiruppur,2,3958,0,3,253.11
Perambalur,4,4098,2,2,206.24
Tiruppur,4,1362,0,1,60.66
Erode,5,1351,0,5,77.08
Tenkasi,5,432,3,1,26.19
Dindigul,4,3734,2,2,233.07
Madurai,3,2093,3,1,135.69
Coimbatore,1,965,2,1,51.01
Cuddalore,3,4161,2,1,113.97
Viluppuram,5,2977,1,6,112.32
Kanchipuram,4,576,1,2,40.09
Mayiladuthurai,2,4935,0,3,268.94
Sivaganga,4,2166,1,2,48.07
Nagapattinam,3,1580,3,1,59.88
Tiruvallur,2,416,1,1,17.6
Nagapattinam,2,678,3,1,17.79
Mayiladuthurai,3,1572,0,2,62.47
Tiruppur,2,3689,2,1,183.82
Theni,3,3864,1,4,130.85
Ariyalur,4,2561,3,1,65.74
Krishnagiri,5,748,1,3,43.7
Cuddalore,3,1619,0,1,91.66
Erode,5,708,1,4,34.59
Viluppuram,1,473,3,1,26.52
Vellore,3,4609,3,1,184.6
Tiruvannamalai,2,2414,2,2,161.01
Tirupathur,3,2806,0,3,71.02
Tirupathur,3,618,3,4,32.52
Kanchipuram,1,1464,1,2,32.34
Nilgiris,5,3170,1,4,172.68
Tirupathur,1,2452,3,2,99.14
Ranipet,5,4469,1,6,120.15
Kanchipuram,1,2010,2,2,64.07
Salem,3,3170,3,2,84.43
Ariyalur,1,1792,3,2,120.35
Tenkasi,4,4397,0,1,243.74
Kanyakumari,3,1830,3,3,100.65
Tiruchirappalli,4,1035,1,2,33.6
Mayiladuthurai,3,2557,3,1,151.5
Vellore,1,3368,2,1,122.1
Theni,3,4802,3,3,187.64
Ariyalur,2,4676,1,2,293.42
Ramanathapuram,5,3404,1,4,97.04
Kanyakumari,3,1080,0,4,59.4
Madurai,1,2118,3,1,73.13
Ramanathapuram,5,515,1,3,34.32
Dharmapuri,5,3148,2,1,207.88
Chennai,2,2357,1,3,103.48
Kallakurichi,3,3954,2,2,185.43
Pudukkottai,1,4160,3,2,182
Nagapattinam,1,3162,1,2,67.66
Dindigul,1,402,2,1,13.09
Pudukkottai,4,4469,2,4,222.86
Chengalpattu,2,520,2,2,23.05
Namakkal,4,3475,1,2,169.8
Perambalur,5,1134,2,2,65.03
Sivaganga,3,923,1,1,45.09
Tiruppur,5,4334,2,5,186.55
Ranipet,2,3211,3,3,128.64
Kallakurichi,3,3717,0,2,214.37
Tiruppur,5,501,0,2,15.32
Ranipet,3,3388,2,4,111.56
Krishnagiri,4,3772,0,3,178.23
Nagapattinam,4,1233,0,3,78.29
Chennai,2,2960,3,2,178.28
Chengalpattu,1,3867,1,1,227
Ranipet,3,658,0,2,33.69
Kanyakumari,2,2515,0,2,116
Tiruvannamalai,2,4951,0,2,114.4
Dindigul,1,2498,1,2,50.29
Tiruvannamalai,2,1885,0,3,95.14
Ramanathapuram,4,1567,2,4,44.31
Madurai,3,4301,2,1,133.62
Ariyalur,4,406,3,5,12.2
Namakkal,1,2623,2,2,66.61
Nagapattinam,3,851,0,2,53.66
Nagapattinam,4,889,3,3,48.33
Ariyalur,5,2731,0,2,123.39
Dindigul,5,901,0,2,21.44
Virudhunagar,5,2043,0,1,79.18
Ariyalur,1,3786,3,2,106.68
Nilgiris,4,2668,3,5,93.86
Tiruvannamalai,1,1183,1,2,25.61
Nilgiris,3,1324,1,3,40.61
Krishnagiri,2,959,2,3,32.1
Mayiladuthurai,2,2637,3,3,56.25
Viluppuram,3,1202,0,3,55.8
Salem,4,3119,0,2,150.61
Chennai,2,4371,0,3,124.38
Virudhunagar,3,3208,0,3,205.33
Krishnagiri,2,4601,3,3,152.76
Dindigul,1,533,2,1,26.81
Ramanathapuram,3,1654,3,1,86.71
Thoothukudi,2,4614,1,2,299.58
Ranipet,3,3973,1,3,94.62
Dindigul,2,2708,2,1,156.01
Salem,2,929,0,2,22.55
Kallakurichi,5,4904,2,4,295.79
Coimbatore,4,1028,1,2,33.59
Tirunelveli,5,4166,3,3,232.59
Thoothukudi,1,3203,2,2,70.77
Tiruppur,2,2977,1,3,148.09
Nagapattinam,5,3521,1,2,138.15
Tirupathur,1,2406,1,1,80.19
Tiruvannamalai,3,4295,1,4,222.47
Tiruvallur,1,2320,3,2,109.83
Dindigul,1,4614,0,1,103.55
Tirunelveli,3,607,0,2,25.41
Dharmapuri,2,1164,2,3,65.25
Mayiladuthurai,4,4144,0,4,239.47
Coimbatore,3,4189,2,4,140.58
Tirupathur,5,4882,2,1,126.63
Ramanathapuram,2,3731,0,2,83.75
Cuddalore,2,4508,1,2,207.59
Kallakurichi,5,694,2,4,22.49
Tenkasi,5,4907,0,5,282.23
Mayiladuthurai,1,938,2,2,28.83
Viluppuram,2,1274,2,1,29
Cuddalore,4,2630,0,4,161.26
Kanyakumari,1,2841,3,1,134.73
Pudukkottai,2,2778,1,3,66.35
Pudukkottai,1,4095,3,2,204.25
Theni,3,2944,0,4,92.54
Nagapattinam,2,4633,3,3,219.09
Krishnagiri,1,2233,2,2,124
Thanjavur,4,3682,1,3,213.98
Sivaganga,5,4211,2,5,97.27
Cuddalore,2,2066,0,2,137.74
Dharmapuri,4,1102,3,1,42.82
Ranipet,3,4022,3,4,93.03
Erode,2,2144,2,1,53.93
Kallakurichi,1,4882,2,1,300.82
Coimbatore,4,1945,0,3,107.95
Tirupathur,3,902,2,3,40.05
Sivaganga,5,4653,2,4,119.3
Tirunelveli,5,1531,1,1,49.98
Theni,1,4678,2,2,132.45
Tiruvannamalai,4,4243,1,5,279.86
Mayiladuthurai,2,4433,1,3,268.59
Tiruchirappalli,4,1852,2,4,88.36
Cuddalore,2,3148,3,1,95.74
Vellore,2,4498,3,2,207.76
Chennai,2,3213,2,1,112.34
Nilgiris,2,1561,3,1,102.75
Kanchipuram,2,2528,3,1,166.17
Vellore,2,4938,1,2,255.02
Thanjavur,5,3085,0,1,65.99
Virudhunagar,4,4910,2,4,325.9
Salem,4,3402,0,1,140.8
Erode,5,2581,1,5,152.84
Chengalpattu,3,1669,0,2,108.33
Pudukkottai,5,3155,3,3,137.44
Thanjavur,4,4136,1,5,90.75
Nagapattinam,3,4133,1,3,268.93
Thoothukudi,2,4603,3,2,118.78
Tirunelveli,4,2643,0,3,140.66
Mayiladuthurai,4,1578,2,1,106.5
Mayiladuthurai,4,4731,3,5,330.96
Kallakurichi,3,442,1,4,22.97
Thanjavur,2,4850,1,2,221.46
Nagapattinam,4,2280,0,5,66.41
Virudhunagar,1,734,3,2,19.23
Erode,4,1071,2,3,35.66
Tiruppur,5,2617,1,2,118.84
Pudukkottai,4,2086,2,3,127.95
Cuddalore,2,2477,0,3,136.37
Pudukkottai,5,4118,0,5,275.41
Mayiladuthurai,1,991,2,1,20.64
Erode,3,4953,3,1,210.28
Madurai,3,2763,2,3,173.57
Erode,5,1268,2,4,78.38
Cuddalore,1,4991,1,1,255.27
Salem,5,4946,3,2,148.77
Madurai,1,2425,1,1,49.8
Virudhunagar,5,3925,1,1,193.45
Tiruppur,1,2170,3,2,96.56
Tiruvannamalai,1,2673,0,1,122.68
Madurai,4,4502,0,1,110.47
Salem,5,4727,0,5,138.91
Tenkasi,3,1192,1,1,47.29
Thanjavur,3,4148,2,3,206.34
Theni,4,1368,0,5,86.8
Theni,5,3426,0,4,110.43
Tiruppur,5,3084,3,3,190.12
Sivaganga,5,3715,3,6,198.56
Virudhunagar,2,3908,1,3,199.32
Tenkasi,4,3023,3,4,131.03
Chennai,4,4003,0,2,257.25
Thoothukudi,5,1839,0,6,89.29
Krishnagiri,2,3516,2,1,224.64
Vellore,4,557,1,5,20.27
Madurai,3,4362,2,4,219.81
Virudhunagar,3,1287,3,4,32.97
Tirupathur,4,4234,0,1,124.34
Dindigul,1,1737,1,2,98.21
Tiruvannamalai,2,1941,2,2,49.51
Thanjavur,2,4828,2,1,108.87
Coimbatore,4,3269,2,4,188.68
Kallakurichi,5,2160,0,4,139.94
Salem,4,1955,2,1,116.98
Virudhunagar,4,2942,0,5,153.86
Ranipet,2,2318,0,2,132.59
Tirunelveli,4,4247,2,1,113.22
Tiruppur,3,1225,3,3,24.87
Dharmapuri,4,3166,2,3,91.05
Pudukkottai,5,787,0,5,52.36
Tiruppur,2,3909,2,1,257.4
Tiruvarur,4,2862,2,1,138.02
Cuddalore,3,4409,3,2,264.2
Viluppuram,5,4078,0,4,224.97
Mayiladuthurai,2,2357,2,2,73.59
Salem,2,1661,0,3,65.99
Vellore,4,3468,1,5,182.8
Krishnagiri,1,2394,0,2,77.04
Dindigul,1,4767,3,1,110.48
Virudhunagar,5,3305,3,6,178.79
Virudhunagar,3,4556,0,2,126.92
Dharmapuri,5,1446,3,5,97.5
Nagapattinam,2,1044,1,2,20.99
Kanchipuram,1,3847,1,1,99.44
Tiruchirappalli,5,1641,2,4,113.36
Kallakurichi,4,981,0,3,58.15
Sivaganga,3,587,1,1,37
Tiruppur,2,2803,3,1,145.51
Dharmapuri,2,1428,2,2,59.66
Virudhunagar,4,3707,0,1,167.98
Kanchipuram,2,2211,3,3,101.53
Tiruchirappalli,2,3036,3,3,175.99
Namakkal,2,673,3,3,23.6
Ramanathapuram,3,3944,3,4,216.69
Tirupathur,5,1670,0,4,87.32
Kanchipuram,4,3072,3,5,85.34
Ranipet,5,515,1,6,30.52
Kanchipuram,4,2712,1,5,169.27
Tiruvannamalai,3,3852,0,2,201.09
Chennai,1,3355,2,1,142.18
Nagapattinam,1,3075,2,1,155.77
Namakkal,3,907,3,4,47.58
Tiruvallur,3,4868,3,4,181.15
Vellore,1,2917,1,2,64.23
Dharmapuri,3,3247,1,2,88.17
Tirunelveli,3,3637,3,2,107.92
Sivaganga,4,772,1,1,43.01
Tiruppur,3,1459,3,3,87.24
Sivaganga,3,4523,0,4,296.69
Tiruvallur,3,3255,2,4,106.23
Dharmapuri,1,2371,3,1,134.57
Sivaganga,2,950,0,2,25.23
Tiruppur,4,3562,0,1,121.3
Tirunelveli,5,4937,2,6,154.87
Kallakurichi,3,1859,0,4,100.05
Tirupathur,1,879,0,1,29.23
Tirupathur,3,3320,3,4,230.49
Kallakurichi,2,2055,1,2,75.52
Ariyalur,1,3709,0,1,233.72
Dharmapuri,5,694,2,2,31.97
Dharmapuri,5,2589,3,2,108.99
Cuddalore,3,949,1,1,42.43
Thoothukudi,1,4294,0,2,133.26
Nilgiris,2,3347,0,3,220.72
Krishnagiri,2,4365,3,3,198.11
Kallakurichi,1,2183,0,1,46.76
Tiruchirappalli,2,2175,0,2,92.33
Tirupathur,4,871,2,4,44.56
Coimbatore,3,3927,3,2,162.28
Tirunelveli,1,968,1,2,42.97
Coimbatore,5,1398,1,5,88.31
Pudukkottai,3,825,1,1,43.56
Erode,4,3914,1,1,113.8
Cuddalore,3,3896,3,1,155.32
Tirupathur,1,3244,1,2,70.04
Cuddalore,4,1723,3,2,56.89
Perambalur,2,3429,1,3,172.28
Mayiladuthurai,1,2402,0,1,53.69
Cuddalore,5,2326,0,5,55.87
Tenkasi,5,4260,2,6,241.57
Coimbatore,2,493,1,2,29.91
Krishnagiri,1,1617,2,1,102.62
Ramanathapuram,3,4373,2,2,232.71
Dharmapuri,4,2430,1,4,151.79
Namakkal,2,2534,0,1,142.79
Perambalur,2,2448,2,3,131.23
Tiruvannamalai,3,1001,0,4,64.14
Vellore,3,4944,2,1,142.51
Tenkasi,5,3151,3,5,165.55
Pudukkottai,3,2024,2,3,67.5
Tiruvarur,2,4701,0,2,174.69
Salem,5,3677,2,4,146.21
Ramanathapuram,1,1502,0,2,87.55
Tiruvarur,5,836,0,3,45.53
Tiruchirappalli,1,4475,2,1,144.03
Sivaganga,5,2233,2,3,123.09
Chennai,4,802,3,3,54.22
Salem,1,4681,2,1,315.79
Ranipet,3,516,2,4,12.96
Karur,5,1203,2,2,39.38
Tiruvannamalai,4,3367,0,4,181.35
Kallakurichi,4,2096,0,5,120.2
Tiruvarur,5,1643,2,4,106.73
Sivaganga,1,581,1,2,36.75
Ariyalur,2,3311,1,2,148.03
Salem,3,3228,0,1,218.43
Kanchipuram,5,3415,1,4,73.86
Nagapattinam,1,2034,0,2,104.99
Salem,1,1104,1,2,70.4
Tirunelveli,2,4088,3,3,276.26
Kanchipuram,5,3628,1,4,168.36
Ramanathapuram,5,4063,1,6,280.26
Chennai,2,2777,3,2,107.04
Tirunelveli,5,1969,3,4,114.78
Tiruvannamalai,4,2560,3,4,91.3
Cuddalore,5,486,0,6,17.89
Chennai,5,1666,3,2,70.65
Chennai,2,3993,0,2,87.29
Tiruchirappalli,2,2279,0,2,83.54
Vellore,3,1742,3,3,78.93
Tiruvallur,1,2421,3,2,142.72
Tiruvarur,3,1156,1,4,26.7
Karur,1,2959,0,1,109.88
Perambalur,3,624,3,2,19.51
Kanyakumari,4,1572,2,4,51.79
Kanchipuram,5,3449,0,6,188.32
Kanchipuram,5,2983,0,6,67.14
Tiruvannamalai,1,3582,0,1,86.86
Tenkasi,5,4877,1,5,252.78
Madurai,2,4272,0,2,138.2
Virudhunagar,4,2269,0,2,52.35
Karur,5,953,0,5,61.5
Thoothukudi,5,1978,2,6,130.55
Ranipet,3,3054,2,4,188.24
Virudhunagar,3,950,2,4,36.38
Krishnagiri,4,1883,0,5,119.58
Ranipet,4,2859,0,4,180.04
Ariyalur,3,2085,1,4,126.6
Tenkasi,2,2851,0,1,168.04
Chengalpattu,3,4325,0,2,233.08
Tiruvallur,4,1563,1,5,67.87
Krishnagiri,3,3590,1,2,229.62
Tiruvarur,5,4995,2,2,271.3
Chennai,4,2079,1,5,85.93
Mayiladuthurai,2,3451,0,2,170.19
Ramanathapuram,5,3140,0,5,176.13
Madurai,5,1063,2,5,27.63
Ranipet,4,2182,0,3,66.38
Virudhunagar,4,3404,1,5,103.54
Tiruppur,1,1545,3,2,66.24
Viluppuram,4,2954,3,1,118.12
Pudukkottai,1,3555,0,2,215.51
Theni,1,3339,2,1,163.19
Tiruvarur,2,4198,1,2,191.93
Ariyalur,3,1373,0,1,35.15
Kanyakumari,1,3670,2,2,207.83
Tiruvannamalai,5,3262,1,1,213.71
Virudhunagar,1,1207,1,1,29.57
Mayiladuthurai,1,3064,0,1,77.8
Coimbatore,1,1293,0,1,60.28
Tiruppur,5,2753,2,4,181.49
Ariyalur,2,2822,1,2,171.23
Krishnagiri,3,1932,2,2,42.78
Tiruvannamalai,2,579,1,2,13.94
Nagapattinam,2,4342,3,1,228.37
Tiruchirappalli,3,2296,2,1,106.92
Chengalpattu,5,3569,2,2,212.44
Nilgiris,3,1664,3,2,44.88
Sivaganga,5,2836,2,6,167.32
Tiruppur,5,4945,1,5,198.08
Mayiladuthurai,1,2093,2,1,87.83
Theni,4,855,2,4,25.62
Tirupathur,5,3541,3,2,236.49
Karur,2,3913,3,2,117.88
Ramanathapuram,4,4756,2,3,171.32
Tirunelveli,5,1013,2,3,68.63
Sivaganga,2,2108,1,1,63.3
Virudhunagar,4,1953,0,1,58.56
Namakkal,4,3837,3,5,117.22
Krishnagiri,4,3182,2,2,188.02
Dindigul,3,3226,0,2,138.78
Nilgiris,4,1050,2,2,49.47
Ranipet,1,3168,3,2,208.86
Chengalpattu,4,3420,3,2,173.51
Chennai,4,4138,3,2,125.61
Nilgiris,1,4767,1,1,151.15
Ranipet,5,1285,0,6,78.43
Namakkal,2,3509,0,2,216.84
Ramanathapuram,4,3823,0,4,253.7
Mayiladuthurai,2,3819,2,1,133.25
Ariyalur,3,1742,2,4,79.96
Tirunelveli,4,4684,3,3,179.01
Tiruvallur,1,589,1,2,38.95
Nilgiris,2,3197,1,1,180.26
Madurai,4,4030,2,1,151.75
Sivaganga,5,3526,1,4,93.5
Ariyalur,4,3736,3,4,221.08
Perambalur,5,1339,3,5,73.57
Thanjavur,1,3780,3,2,226.85
Vellore,4,541,2,1,36.77
Kallakurichi,1,2661,3,1,136.31
Ramanathapuram,5,3190,3,1,97.79
Salem,3,3045,1,1,101.97
Ariyalur,2,1280,3,2,65.55
Cuddalore,3,550,3,4,35.71
Namakkal,4,4392,3,5,234.14
Viluppuram,1,2424,2,2,52.6
Tiruppur,5,2888,1,3,160.2
Salem,4,4606,2,5,235.6
Tirunelveli,3,4256,0,1,164.48
Tiruppur,1,3439,0,2,233.74
Tiruvallur,1,1595,3,1,91.29
Ariyalur,2,3944,0,2,79.52
Thoothukudi,2,4848,0,1,199.26
Thoothukudi,2,1595,1,2,103.06
Thanjavur,5,3141,2,5,207.78
Salem,1,4222,3,2,232.06
Chennai,5,2479,1,6,49.64
Dindigul,1,2757,2,1,160.15
Krishnagiri,3,4469,1,3,138.58
Krishnagiri,5,3714,1,4,244.73
Nilgiris,5,2384,2,2,144.08
Viluppuram,5,1575,2,4,100.47
Ramanathapuram,2,3837,3,3,142.33
Theni,1,4405,0,1,196.59
Ranipet,3,1898,1,1,109.74
Kanchipuram,3,944,1,4,65.31
Virudhunagar,2,1692,0,3,105.23
Virudhunagar,1,2634,2,1,162.98
Tiruvannamalai,4,1093,3,1,72.37
Namakkal,4,2517,2,4,99.19
Tiruvallur,3,4357,1,2,109.88
Dharmapuri,3,3483,0,3,95.64
Sivaganga,1,616,3,2,36.68
Madurai,1,806,0,1,22.38
Krishnagiri,5,2783,2,4,184.7
Erode,3,3815,1,3,220.94
Tiruchirappalli,4,3373,1,2,154.56
Nagapattinam,2,3764,2,1,177.94
Viluppuram,4,2629,1,5,174.58
Vellore,4,3272,1,4,195.52
Thanjavur,2,3558,0,3,116.96
Virudhunagar,4,1904,1,4,95.87
Perambalur,4,2985,1,4,202.3
Nilgiris,2,1049,1,2,61.33
Mayiladuthurai,3,1476,1,1,34.25
Thoothukudi,3,1732,2,4,78.19
Tirupathur,4,1955,3,1,87.64
Sivaganga,3,1521,3,2,82.36
Virudhunagar,1,3720,3,2,246.34
Ariyalur,5,4042,3,6,246
Tiruvallur,2,3178,0,3,160.2
Tirupathur,1,3578,2,2,130.5
Nilgiris,2,3109,1,1,125.87
Kanyakumari,1,2996,3,2,61.69
Madurai,4,1589,1,4,105.75
Karur,2,4837,2,2,127.3
Ariyalur,2,4910,1,2,197.14
Chennai,4,3418,2,1,238.07
Kanchipuram,4,432,0,3,25.9
Pudukkottai,2,1298,0,1,67.78
Kanchipuram,5,4322,1,2,100.25
Cuddalore,4,1667,2,4,110.91
Tenkasi,2,2048,1,2,118.32
Perambalur,1,1477,2,1,60.85
Kallakurichi,3,1021,2,4,57.1
Karur,5,3435,0,4,117.45
Ramanathapuram,2,3723,1,3,220.06
Tiruvallur,5,1899,0,6,81.67
Kallakurichi,1,1439,2,1,33.24
Coimbatore,5,3317,2,3,177.14
Erode,1,4465,3,2,222.31
Salem,3,4427,2,3,290.08
Nilgiris,3,4241,2,2,210.9
Tiruvannamalai,3,2914,0,4,156.08
Virudhunagar,3,4881,2,4,305.28
Sivaganga,1,1515,0,1,105.04
Thanjavur,5,1898,3,6,130.69
Virudhunagar,4,2009,0,3,128.78
Ariyalur,4,655,3,3,42.98
Thanjavur,2,3629,0,1,128.85
Thanjavur,1,2488,3,2,71.59
Theni,4,1008,0,1,21.73
Nagapattinam,2,1692,2,2,38.11
Viluppuram,2,3047,3,1,97.6
Tiruchirappalli,4,1803,2,1,121.54
Tirunelveli,3,3533,1,3,137.62
Chennai,2,526,1,1,14.44
Tiruchirappalli,2,421,1,2,9.94
Tiruppur,1,2673,0,1,176.28
Tiruvannamalai,4,1653,1,1,97.07
Karur,5,1174,0,3,63.15
Kallakurichi,1,1203,2,1,29.93
Ariyalur,5,4751,0,4,102.46
Erode,5,2331,3,1,130.99
Madurai,1,1806,1,2,91.06
Tiruppur,1,1119,2,1,75.64
Madurai,5,2773,2,3,147
Namakkal,4,717,2,1,31.36
Tiruchirappalli,4,1309,1,5,43.36
Erode,4,2235,2,1,103.64
Tiruvannamalai,2,552,0,2,38.62
Chengalpattu,1,1527,2,1,83.63
Chennai,4,3094,3,4,84.66
Mayiladuthurai,4,742,1,1,51.81
Sivaganga,4,1446,2,1,41.81
Ariyalur,1,1625,3,2,33.8
Ranipet,2,3988,2,2,174.84
Tiruppur,2,1573,3,3,68.15
Nilgiris,1,4171,3,1,288.38
Tirunelveli,1,4739,3,1,187.51
Kanchipuram,2,790,1,3,42.73
Pudukkottai,1,3264,0,2,95.67
Ranipet,3,4156,2,3,258.9
Nagapattinam,2,1655,0,2,110.56
Pudukkottai,5,4942,0,3,263.06
Viluppuram,4,1569,0,3,55.67
Namakkal,3,1255,2,3,76.44
Tenkasi,5,2330,0,5,155.66
Tiruppur,3,4959,0,2,217.55
Ranipet,5,3064,2,5,167.7
Namakkal,5,716,2,3,36.57
Dharmapuri,1,3549,0,2,189.36
Coimbatore,4,4524,3,2,115.51
Perambalur,4,2015,2,4,119.1
Nagapattinam,5,2516,3,3,80.89
Dharmapuri,4,3125,0,2,93.39
Tiruvallur,5,4590,0,1,295.36
Namakkal,4,3935,2,1,272.81
Madurai,2,3103,2,1,198.5
Nagapattinam,4,4753,1,4,127.05
Nilgiris,5,4521,3,5,94.98
Tirupathur,5,2809,1,6,148.75
Kallakurichi,4,3607,0,5,96.52
Perambalur,5,3880,3,5,144.49
Tenkasi,3,400,1,4,20.92
Namakkal,2,2578,2,3,140.65
Chennai,5,3777,1,6,201.26
Tiruvannamalai,5,3808,1,2,98.65
Karur,4,2409,2,4,117.52
Madurai,2,1305,0,1,40.93
Tiruppur,1,1923,2,2,109.4
Nilgiris,1,3179,0,2,221.9
Namakkal,5,1602,0,4,70.52
Karur,3,4038,3,4,268.46
Sivaganga,5,4240,3,1,293.01
Dindigul,1,453,2,1,29.72
Chennai,1,1443,3,1,76.44
Theni,2,3382,3,2,180.28
Tirupathur,1,915,0,2,44.23
Tirunelveli,2,2652,3,1,105.83
Ranipet,3,1159,3,2,32.57
Namakkal,5,3252,3,4,165.24
Coimbatore,2,4016,1,2,80.58
Tirunelveli,4,4559,0,4,238.01
Tiruvarur,1,4823,3,2,276.7
Chennai,1,1719,3,2,92.89
Virudhunagar,5,1510,1,2,66.49
Tiruvannamalai,3,1001,1,2,28.32
Namakkal,4,2270,2,5,139.62
Kanyakumari,3,2572,3,1,97.73
Nagapattinam,4,3261,2,4,182.24
Virudhunagar,2,2533,3,1,73.8
Tiruchirappalli,2,1618,3,2,74.16
Nagapattinam,4,4171,1,4,154.82
Cuddalore,1,4967,0,2,214.4
Namakkal,5,3782,0,1,251.21
Tiruvannamalai,2,1625,2,3,63.6
Chengalpattu,4,3825,1,4,185.8
Theni,2,3537,2,2,242.72
Chennai,3,2329,0,4,93.43
Ariyalur,5,4701,0,3,228.07
Dindigul,2,4006,0,1,197.3
